dataset,window_id,origin,window_size,train_size,test_size,horizon,period,mase_scale,window_data_path,trend_strength,seasonal_strength,adf_pvalue,data_length,skewness,cv,local_slope_30,local_std_ratio_30,local_change_rate_30,local_mean_ratio_30,local_slope_120,local_std_ratio_120,local_change_rate_120,local_mean_ratio_120,best_trajectory,best_mase,split
melbourne_temp,11,100,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_11.pkl,0.0032,0.059666,0.194578,600,0.389162,0.415642,0.083582,0.646992,1.246377,1.242287,0.0584,0.827642,4.535714,0.918458,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.645539074, ""naive_drift"": 0.354460926}, ""interval"": 2}]",1.184823,test
melbourne_temp,12,110,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_12.pkl,0.025412,0.059046,0.178781,600,0.393103,0.415244,0.009188,0.523548,0.355556,1.226582,0.052976,0.784447,0.284211,0.964644,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 0.6999999998, ""multi_resolution"": 0.2500000001, ""residual_correction_advanced"": 0.0500000001}, ""interval"": 1}]",1.071521,test
melbourne_temp,13,120,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_13.pkl,0.042026,0.062528,0.204128,600,0.351736,0.415341,0.029188,0.466937,0.165049,1.295541,0.060942,0.806896,-0.008264,1.009665,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.5840266222, ""naive"": 0.4159733778}, ""interval"": 2}]",0.746689,test
melbourne_temp,14,130,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_14.pkl,0.069068,0.072636,0.241151,600,0.322372,0.416582,0.156997,0.499884,0.582524,1.325783,0.073796,0.82719,0.552381,1.049673,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 0.5999999998, ""multi_resolution"": 0.3000000001, ""local_drift"": 0.1000000001}, ""interval"": 3}]",1.028558,test
melbourne_temp,15,140,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_15.pkl,0.073451,0.079865,0.267636,600,0.29279,0.412074,-0.013192,0.475954,0.031746,1.383152,0.068705,0.804306,2.611111,1.093945,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.663425,test
melbourne_temp,16,150,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_16.pkl,0.080561,0.079322,0.21656,600,0.286211,0.409951,-0.119244,0.536901,0.074074,1.297531,0.050389,0.716179,0.84127,1.128575,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 0.55585201, ""progressive_adaptive_combiner"": 0.44414799}, ""interval"": 2}]",1.127339,test
melbourne_temp,17,160,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_17.pkl,0.086461,0.092978,0.194988,600,0.260927,0.405306,-0.011746,0.502209,-0.222826,1.244736,0.039594,0.672357,0.083333,1.164614,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 2}]",1.133463,test
melbourne_temp,18,170,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_18.pkl,0.098333,0.102876,0.391279,600,0.246995,0.404603,0.255706,0.691072,0.638095,1.317793,0.044485,0.6825,0.312977,1.206294,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",1.023339,test
melbourne_temp,19,180,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_19.pkl,0.101699,0.102733,0.295044,600,0.210145,0.400846,0.104138,0.631233,-0.058442,1.421542,0.038063,0.653226,0.367925,1.240439,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 0.7499999999, ""multi_resolution"": 0.2500000001}, ""interval"": 3}]",1.482633,test
melbourne_temp,20,190,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_20.pkl,0.115907,0.128488,0.446744,600,0.180229,0.402461,0.078287,0.5913,0.421429,1.524469,0.042161,0.658476,1.884058,1.276308,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 2}]",1.297304,test
melbourne_temp,21,200,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_21.pkl,0.120701,0.128992,0.356025,600,0.17616,0.402521,0.126207,0.648563,-0.08805,1.549051,0.051058,0.692818,0.611111,1.300939,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 1}]",0.875613,test
melbourne_temp,22,210,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_22.pkl,0.129055,0.133584,0.197233,600,0.134537,0.401325,-0.111479,0.64609,0.176056,1.530461,0.042483,0.660503,0.621359,1.315538,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.972307,test
melbourne_temp,23,220,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_23.pkl,0.11291,0.122409,0.11593,600,0.105451,0.39425,-0.316574,0.792727,-0.390909,1.366396,0.028217,0.679788,0.300971,1.295339,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.94491,test
melbourne_temp,24,230,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_24.pkl,0.086079,0.119644,0.091199,600,0.096396,0.391299,-0.276841,0.758566,-0.279621,1.105097,-0.004754,0.747353,0.206349,1.277043,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 1.0}, ""interval"": 3}]",0.971984,test
melbourne_temp,25,240,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_25.pkl,0.056209,0.10556,0.125048,600,0.090803,0.387514,-0.174016,0.650458,-0.509202,0.929829,-0.02561,0.822602,-0.259259,1.23876,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.5872952984, ""chunk_ensemble"": 0.4127047016}, ""interval"": 2}]",0.537293,test
melbourne_temp,26,250,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_26.pkl,0.043208,0.093497,0.123251,600,0.062562,0.384301,0.059155,0.648572,-0.04,0.914149,-0.030627,0.836728,-0.347826,1.212204,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.6663463591, ""chunk_ensemble"": 0.3336536409}, ""interval"": 2}]",0.494963,test
melbourne_temp,27,260,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_27.pkl,0.045617,0.095772,0.120904,600,0.048194,0.382957,0.087831,0.558656,-0.129032,0.991062,-0.036273,0.832516,0.285714,1.19959,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.5529327611, ""chunk_ensemble"": 0.4470672389}, ""interval"": 2}]",1.241974,test
melbourne_temp,28,270,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_28.pkl,0.021269,0.095326,0.14222,600,0.04429,0.384106,-0.191324,0.652368,-0.201923,0.966236,-0.066363,0.902189,-0.461039,1.179503,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 1.0}, ""interval"": 3}]",0.862936,test
melbourne_temp,29,280,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_29.pkl,0.004249,0.102965,0.121322,600,0.058688,0.386109,-0.179377,0.660981,-0.4,0.876415,-0.083924,0.948594,-0.464286,1.149088,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.6838269318, ""naive_drift"": 0.3161730682}, ""interval"": 2}]",0.526424,test
melbourne_temp,30,290,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_30.pkl,0.025785,0.104315,0.13696,600,0.064335,0.386997,-0.052414,0.575053,-0.356589,0.749167,-0.087461,0.953664,-0.477987,1.087201,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.826192,test
melbourne_temp,31,300,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_31.pkl,0.058384,0.116949,0.231663,600,0.055799,0.395114,-0.177442,0.59923,-0.666667,0.661713,-0.100208,1.00396,-0.823944,1.020795,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 1}]",1.016893,test
melbourne_temp,32,310,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_32.pkl,0.080717,0.12071,0.218431,600,0.075283,0.402755,-0.12663,0.548406,-0.569892,0.590127,-0.093779,0.953808,-0.818182,0.945432,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.6928746929, ""residual_correction_advanced"": 0.3071253071}, ""interval"": 2}]",0.502269,test
melbourne_temp,33,320,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_33.pkl,0.099704,0.121686,0.158114,600,0.09419,0.405124,0.080823,0.515902,0.064103,0.593786,-0.067209,0.783381,-0.606635,0.871968,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 1.0}, ""interval"": 3}]",1.625632,test
melbourne_temp,34,330,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_34.pkl,0.119978,0.129894,0.185635,600,0.120229,0.413174,-0.024739,0.44038,0.209677,0.610072,-0.056278,0.70354,-0.539877,0.808494,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 2}]",1.070075,test
melbourne_temp,35,340,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_35.pkl,0.128563,0.156816,0.165837,600,0.127905,0.423531,-0.065362,0.584082,0.745455,0.598106,-0.052522,0.708995,-0.232,0.76681,"[{""step"": 0, ""weights"": {""naive"": 0.5146746064, ""seasonal_naive"": 0.4853253936}, ""interval"": 2}]",0.871455,test
melbourne_temp,36,350,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_36.pkl,0.132548,0.151678,0.143136,600,0.166252,0.427171,0.132458,0.595747,2.916667,0.600764,-0.047861,0.686601,-0.393548,0.759634,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 2}]",0.909456,test
melbourne_temp,37,360,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_37.pkl,0.124947,0.148311,0.109675,600,0.199898,0.429931,0.185762,0.695913,0.358974,0.711117,-0.037537,0.687771,-0.490385,0.763083,"[{""step"": 0, ""weights"": {""multi_resolution"": 0.7234999999, ""chunk_ensemble"": 0.2765000001}, ""interval"": 3}]",0.790201,test
melbourne_temp,38,370,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_38.pkl,0.115785,0.143768,0.099205,600,0.243104,0.433641,0.008565,0.5474,-0.294737,0.797961,-0.019768,0.652412,-0.464,0.741161,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.6835443039, ""residual_correction_advanced"": 0.3164556961}, ""interval"": 2}]",1.224247,test
melbourne_temp,39,380,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_39.pkl,0.098539,0.140897,0.040726,600,0.270615,0.432898,0.019199,0.555701,0.057143,0.855567,0.007561,0.607672,-0.139535,0.726039,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 0.6386674842, ""progressive_adaptive_combiner"": 0.3613325158}, ""interval"": 2}]",0.876795,test
melbourne_temp,40,390,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_40.pkl,0.08082,0.125476,0.104172,600,0.24607,0.428417,-0.021491,0.561804,2.733333,0.82575,0.012888,0.610772,0.493333,0.733177,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.5971899973, ""chunk_ensemble"": 0.4028100027}, ""interval"": 2}]",0.854126,test
melbourne_temp,41,400,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_41.pkl,0.066222,0.117928,0.04845,600,0.284561,0.430572,-0.055573,0.562744,0.253012,0.859606,0.023928,0.62362,0.11828,0.740862,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 0.7999999999, ""multi_resolution"": 0.2000000001}, ""interval"": 3}]",0.779457,test
melbourne_temp,42,410,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_42.pkl,0.043481,0.111059,0.067202,600,0.277322,0.42642,0.018042,0.645223,-0.442623,0.868613,0.033006,0.662186,-0.128205,0.762573,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.6360354066, ""chunk_ensemble"": 0.3639645934}, ""interval"": 2}]",0.796217,test
melbourne_temp,43,420,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_43.pkl,0.016947,0.097541,0.063102,600,0.24797,0.423073,0.050523,0.689038,0.413333,0.95981,0.033771,0.684094,0.709677,0.810216,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.636028,test
melbourne_temp,44,430,600,600,12,12,4,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_44.pkl,0.00588,0.066622,0.178029,600,0.240783,0.420705,0.079956,0.630942,-0.090909,1.02884,0.036632,0.694066,1.545455,0.853039,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 1.0}, ""interval"": 3}]",0.623028,test
melbourne_temp,45,440,600,600,12,12,4,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_45.pkl,0.025972,0.068135,0.131239,600,0.226983,0.416426,0.017286,0.558029,0.293103,1.052701,0.039973,0.717115,2.125,0.87629,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 1.0}, ""interval"": 2}]",0.71897,test
melbourne_temp,46,450,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_46.pkl,0.057045,0.076094,0.221194,600,0.229783,0.413637,0.005228,0.469168,-0.13,1.083329,0.035957,0.715125,1.230769,0.926248,"[{""step"": 0, ""weights"": {""multi_resolution"": 0.7234999999, ""chunk_ensemble"": 0.2765000001}, ""interval"": 2}]",1.250677,test
melbourne_temp,47,460,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_47.pkl,0.079609,0.073902,0.225234,600,0.234054,0.415012,0.105072,0.644438,0.211382,1.111811,0.030385,0.677485,0.568421,0.978513,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 0.7499999999, ""multi_resolution"": 0.2500000001}, ""interval"": 3}]",1.251643,test
melbourne_temp,48,470,600,600,12,12,4,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_48.pkl,0.118258,0.061066,0.304628,600,0.227231,0.415036,0.147653,0.706667,0.125,1.242917,0.039304,0.72785,0.457143,1.027701,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 3}]",0.858423,test
melbourne_temp,49,480,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_49.pkl,0.140089,0.076683,0.285787,600,0.203759,0.414244,0.094816,0.656841,1.631579,1.30363,0.046935,0.731967,4.0,1.055281,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 1.0}, ""interval"": 4}]",1.496063,test
melbourne_temp,50,490,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_50.pkl,0.16124,0.087627,0.347562,600,0.183155,0.415758,0.064249,0.540384,0.056338,1.409974,0.055579,0.761161,0.807229,1.104278,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 2}]",0.871316,test
melbourne_temp,51,500,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_51.pkl,0.176081,0.108862,0.363155,600,0.170723,0.416948,0.106963,0.640235,-0.133858,1.440545,0.065394,0.81365,-0.098361,1.138951,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.641937,A
melbourne_temp,52,510,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_52.pkl,0.192748,0.112672,0.318944,600,0.136005,0.415864,-0.005339,0.596042,0.216216,1.492232,0.062959,0.784969,1.4,1.185986,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",1.056645,A
melbourne_temp,53,520,600,600,12,12,4,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_53.pkl,0.203571,0.123101,0.347283,600,0.126373,0.412987,-0.074283,0.646339,0.352518,1.420162,0.054173,0.752269,0.220779,1.213405,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 1}]",0.808465,A
melbourne_temp,54,530,600,600,12,12,4,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_54.pkl,0.191145,0.109407,0.246187,600,0.113913,0.401127,-0.085273,0.55005,-0.042945,1.319242,0.042051,0.718539,1.689655,1.222875,"[{""step"": 0, ""weights"": {""multi_resolution"": 0.7234999999, ""chunk_ensemble"": 0.2765000001}, ""interval"": 3}]",1.355535,A
melbourne_temp,55,540,600,600,12,12,4,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_55.pkl,0.195978,0.115689,0.280501,600,0.05688,0.397583,0.07842,0.508529,-0.241758,1.302339,0.039684,0.681995,0.38,1.244223,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 2}]",0.5345,A
melbourne_temp,56,550,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_56.pkl,0.193864,0.132671,0.248562,600,0.052536,0.386405,0.137175,0.472587,0.014388,1.347946,0.039252,0.685529,0.146341,1.25869,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 2}]",1.395609,A
melbourne_temp,57,560,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_57.pkl,0.175338,0.117255,0.122036,600,0.029342,0.376934,-0.142848,0.539561,0.021127,1.314366,0.017342,0.657399,0.066176,1.261717,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 0.6499999998, ""multi_resolution"": 0.2500000001, ""local_drift"": 0.1000000001}, ""interval"": 2}]",0.679497,A
melbourne_temp,58,570,600,600,12,12,4,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_58.pkl,0.156682,0.082867,0.159565,600,0.064049,0.361552,-0.123648,0.620348,-0.027397,1.241402,0.003639,0.65364,1.491228,1.259375,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 3}]",0.821895,A
melbourne_temp,59,580,600,600,12,12,4,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_59.pkl,0.149276,0.085562,0.222158,600,0.029541,0.356289,0.049611,0.575948,-0.303704,1.16382,-0.008356,0.608615,-0.338028,1.260145,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.5136186771, ""residual_correction_advanced"": 0.4863813229}, ""interval"": 2}]",1.399907,A
melbourne_temp,60,590,600,600,12,12,4,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_60.pkl,0.12017,0.062612,0.215405,600,0.049962,0.348611,-0.154438,0.718423,-0.579487,1.100175,-0.023928,0.6804,-0.354331,1.224956,"[{""step"": 0, ""weights"": {""multi_resolution"": 0.6999999998, ""chunk_ensemble"": 0.2500000001, ""naive_drift"": 0.0500000001}, ""interval"": 3}]",0.346504,A
melbourne_temp,61,600,600,600,12,12,4,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_61.pkl,0.097388,0.055576,0.18365,600,0.041017,0.343801,-0.127542,0.640864,-0.009174,1.015598,-0.039366,0.71483,-0.27027,1.201728,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.5595233861, ""ets"": 0.4404766139}, ""interval"": 2}]",0.479123,A
melbourne_temp,62,610,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_62.pkl,0.087454,0.063602,0.13137,600,0.034847,0.340041,0.051368,0.47067,0.088235,0.952945,-0.03907,0.706846,-0.201439,1.168867,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.5177079276, ""multi_resolution"": 0.4822920724}, ""interval"": 2}]",1.137223,A
melbourne_temp,63,620,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_63.pkl,0.057502,0.05554,0.081341,600,0.027621,0.335819,-0.039889,0.54854,-0.505155,0.941782,-0.042128,0.720714,-0.705521,1.124459,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 1.0}, ""interval"": 3}]",1.880473,A
melbourne_temp,64,630,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_64.pkl,0.010033,0.034959,0.191775,600,0.029366,0.336916,-0.254016,0.84946,-0.625,0.804596,-0.058228,0.84769,-0.736264,1.058732,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 1}]",0.601648,A
melbourne_temp,65,640,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_65.pkl,0.026985,0.047141,0.132394,600,0.028253,0.33526,-0.045139,0.734978,-0.174757,0.718661,-0.064659,0.86112,-0.388489,1.021626,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.5318352061, ""residual_correction_advanced"": 0.4681647939}, ""interval"": 2}]",0.690284,A
melbourne_temp,66,650,600,600,12,12,9,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_66.pkl,0.051564,0.047156,0.189921,600,0.040799,0.334103,0.181913,0.599183,2.757576,0.693999,-0.06898,0.87805,-0.126761,0.995197,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.6162701457, ""naive"": 0.3837298543}, ""interval"": 2}]",1.008298,A
melbourne_temp,67,660,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_67.pkl,0.0883,0.056579,0.193199,600,0.022113,0.338755,-0.076885,0.58696,-0.306452,0.721313,-0.069475,0.887617,-0.705479,0.937202,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 0.7234999999, ""multi_resolution"": 0.2765000001}, ""interval"": 3}]",0.757969,A
melbourne_temp,68,670,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_68.pkl,0.114968,0.071862,0.188801,600,0.02148,0.344027,-0.107987,0.657167,0.075,0.676334,-0.060401,0.82901,-0.362963,0.877465,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 0.7234999999, ""multi_resolution"": 0.2765000001}, ""interval"": 2}]",0.928795,A
melbourne_temp,69,680,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_69.pkl,0.131862,0.075406,0.355027,600,0.031259,0.349126,-0.03139,0.647907,-0.666667,0.620828,-0.061323,0.835063,-0.876923,0.84659,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 1}]",1.077058,A
